ID,PAPER NAME,AUTHORS NAME,PAPER LINK
930,Explaining heterogeneity in medial entorhinal cortex with task-driven neural networks,"Aran Nayebi, Alexander Attinger, Malcolm Campbell, Kiah Hardcastle, Isabel Low, Caitlin S Mallory, Gabriel Mel, Ben Sorscher, Alex H Williams, Surya Ganguli, Lisa Giocomo, Dan Yamins",/paper/2021/hash/656f0dbf9392657eed7feefc486781fb-Abstract.html
931,Beyond Smoothness: Incorporating Low-Rank Analysis into Nonparametric Density Estimation,"Robert A. Vandermeulen, Antoine Ledent",/paper/2021/hash/6591d327f6f731e589b0e869adadf940-Abstract.html
932,Multi-View Representation Learning via Total Correlation Objective,"HyeongJoo Hwang, Geon-Hyeong Kim, Seunghoon Hong, Kee-Eung Kim",/paper/2021/hash/65a99bb7a3115fdede20da98b08a370f-Abstract.html
933,FACMAC: Factored Multi-Agent Centralised Policy Gradients,"Bei Peng, Tabish Rashid, Christian Schroeder de Witt, Pierre-Alexandre Kamienny, Philip Torr, Wendelin Boehmer, Shimon Whiteson",/paper/2021/hash/65b9eea6e1cc6bb9f0cd2a47751a186f-Abstract.html
934,EDGE: Explaining Deep Reinforcement Learning Policies,"Wenbo Guo, Xian Wu, Usmann Khan, Xinyu Xing",/paper/2021/hash/65c89f5a9501a04c073b354f03791b1f-Abstract.html
935,Learning to Assimilate in Chaotic Dynamical Systems,"John McCabe, Jed Brown",/paper/2021/hash/65cc2c8205a05d7379fa3a6386f710e1-Abstract.html
936,Object-aware Contrastive Learning for Debiased Scene Representation,"Sangwoo Mo, Hyunwoo Kang, Kihyuk Sohn, Chun-Liang Li, Jinwoo Shin",/paper/2021/hash/65d2ea03425887a717c435081cfc5dbb-Abstract.html
937,Evaluating Efficient Performance Estimators of Neural Architectures,"Xuefei Ning, Changcheng Tang, Wenshuo Li, Zixuan Zhou, Shuang Liang, Huazhong Yang, Yu Wang",/paper/2021/hash/65d90fc6d307590b14e9e1800d4e8eab-Abstract.html
938,"A-NeRF: Articulated Neural Radiance Fields for Learning Human Shape, Appearance, and Pose","Shih-Yang Su, Frank Yu, Michael Zollhoefer, Helge Rhodin",/paper/2021/hash/65fc9fb4897a89789352e211ca2d398f-Abstract.html
939,Differential Privacy Over Riemannian Manifolds,"Matthew Reimherr, Karthik Bharath, Carlos Soto",/paper/2021/hash/6600e06fe9350b62c1e343504d4a7b86-Abstract.html
940,How can classical multidimensional scaling go wrong?,"Rishi Sonthalia, Greg Van Buskirk, Benjamin Raichel, Anna Gilbert",/paper/2021/hash/66121d1f782d29b62a286909165517bc-Abstract.html
941,Modeling Heterogeneous Hierarchies with Relation-specific Hyperbolic Cones,"Yushi Bai, Zhitao Ying, Hongyu Ren, Jure Leskovec",/paper/2021/hash/662a2e96162905620397b19c9d249781-Abstract.html
942,Non-asymptotic Error Bounds for Bidirectional GANs,"Shiao Liu, Yunfei Yang, Jian Huang, Yuling Jiao, Yang Wang",/paper/2021/hash/66be31e4c40d676991f2405aaecc6934-Abstract.html
943,Confidence-Aware Imitation Learning from Demonstrations with Varying Optimality,"Songyuan Zhang, ZHANGJIE CAO, Dorsa Sadigh, Yanan Sui",/paper/2021/hash/670e8a43b246801ca1eaca97b3e19189-Abstract.html
944,Answering Complex Causal Queries With the Maximum Causal Set Effect,Zachary Markovich,/paper/2021/hash/670f0c94cc5271fe6017eeffa642b7d3-Abstract.html
945,Identifiability in inverse reinforcement learning,"Haoyang Cao, Samuel Cohen, Lukasz Szpruch",/paper/2021/hash/671f0311e2754fcdd37f70a8550379bc-Abstract.html
946,A Probabilistic State Space Model for Joint Inference from Differential Equations and Data,"Jonathan Schmidt, Nicholas Krämer, Philipp Hennig",/paper/2021/hash/6734fa703f6633ab896eecbdfad8953a-Abstract.html
947,"On Plasticity, Invariance, and Mutually Frozen Weights in Sequential Task Learning","Julian Zilly, Alessandro Achille, Andrea Censi, Emilio Frazzoli",/paper/2021/hash/6738fc33dd0b3906cd3626397cd247a7-Abstract.html
948,Provably Efficient Black-Box Action Poisoning Attacks Against Reinforcement Learning,"Guanlin Liu, Lifeng LAI",/paper/2021/hash/678004486c119599ed7d199f47da043a-Abstract.html
949,Fast Approximation of the Sliced-Wasserstein Distance Using Concentration of Random Projections,"Kimia Nadjahi, Alain Durmus, Pierre E Jacob, Roland Badeau, Umut Simsekli",/paper/2021/hash/6786f3c62fbf9021694f6e51cc07fe3c-Abstract.html
950,Causal Navigation by Continuous-time Neural Networks,"Charles Vorbach, Ramin Hasani, Alexander Amini, Mathias Lechner, Daniela Rus",/paper/2021/hash/67ba02d73c54f0b83c05507b7fb7267f-Abstract.html
951,Global Convergence of Online Optimization for Nonlinear Model Predictive Control,Sen Na,/paper/2021/hash/67d16d00201083a2b118dd5128dd6f59-Abstract.html
952,Argmax Flows and Multinomial Diffusion: Learning Categorical Distributions,"Emiel Hoogeboom, Didrik Nielsen, Priyank Jaini, Patrick Forré, Max Welling",/paper/2021/hash/67d96d458abdef21792e6d8e590244e7-Abstract.html
953,Learning with User-Level Privacy,"Daniel Levy, Ziteng Sun, Kareem Amin, Satyen Kale, Alex Kulesza, Mehryar Mohri, Ananda Theertha Suresh",/paper/2021/hash/67e235e7f2fa8800d8375409b566e6b6-Abstract.html
954,Don’t Generate Me: Training Differentially Private Generative Models with Sinkhorn Divergence,"Tianshi Cao, Alex Bie, Arash Vahdat, Sanja Fidler, Karsten Kreis",/paper/2021/hash/67ed94744426295f96268f4ac1881b46-Abstract.html
955,Keeping Your Eye on the Ball: Trajectory Attention in Video Transformers,"Mandela Patrick, Dylan Campbell, Yuki Asano, Ishan Misra, Florian Metze, Christoph Feichtenhofer, Andrea Vedaldi, João F. Henriques",/paper/2021/hash/67f7fb873eaf29526a11a9b7ac33bfac-Abstract.html
956,Variational Bayesian Optimistic Sampling,"Brendan O'Donoghue, Tor Lattimore",/paper/2021/hash/680390c55bbd9ce416d1d69a9ab4760d-Abstract.html
957,Cross-modal Domain Adaptation for Cost-Efficient Visual Reinforcement Learning,"Xiong-Hui Chen, Shengyi Jiang, Feng Xu, Zongzhang Zhang, Yang Yu",/paper/2021/hash/68264bdb65b97eeae6788aa3348e553c-Abstract.html
958,D2C: Diffusion-Decoding Models for Few-Shot Conditional Generation,"Abhishek Sinha, Jiaming Song, Chenlin Meng, Stefano Ermon",/paper/2021/hash/682e0e796084e163c5ca053dd8573b0c-Abstract.html
959,Continual Auxiliary Task Learning,"Matthew McLeod, Chunlok Lo, Matthew Schlegel, Andrew Jacobsen, Raksha Kumaraswamy, Martha White, Adam White",/paper/2021/hash/68331ff0427b551b68e911eebe35233b-Abstract.html
960,Constrained Two-step Look-Ahead Bayesian Optimization,"Yunxiang Zhang, Xiangyu Zhang, Peter Frazier",/paper/2021/hash/685217557383cd194b4f10ae4b39eebf-Abstract.html
961,Learning with Labeling Induced Abstentions,"Kareem Amin, Giulia DeSalvo, Afshin Rostamizadeh",/paper/2021/hash/689041c2baed0f6d91050495d632d6e0-Abstract.html
962,SQALER: Scaling Question Answering by Decoupling Multi-Hop and Logical Reasoning,"Mattia Atzeni, Jasmina Bogojeska, Andreas Loukas",/paper/2021/hash/68bd22864919297c8c8a8c32378e89b4-Abstract.html
963,Out-of-Distribution Generalization in Kernel Regression,"Abdulkadir Canatar, Blake Bordelon, Cengiz Pehlevan",/paper/2021/hash/691dcb1d65f31967a874d18383b9da75-Abstract.html
964,FL-WBC: Enhancing Robustness against Model Poisoning Attacks in Federated Learning from a Client Perspective,"Jingwei Sun, Ang Li, Louis DiValentin, Amin Hassanzadeh, Yiran Chen, Hai Li",/paper/2021/hash/692baebec3bb4b53d7ebc3b9fabac31b-Abstract.html
965,Chebyshev-Cantelli PAC-Bayes-Bennett Inequality for the Weighted Majority Vote,"Yi-Shan Wu, Andres Masegosa, Stephan Lorenzen, Christian Igel, Yevgeny Seldin",/paper/2021/hash/69386f6bb1dfed68692a24c8686939b9-Abstract.html
966,A Multi-Implicit Neural Representation for Fonts,"Pradyumna Reddy, Zhifei Zhang, Zhaowen Wang, Matthew Fisher, Hailin Jin, Niloy Mitra",/paper/2021/hash/6948bd44c91acd2b54ecdd1b132f10fb-Abstract.html
967,OctField: Hierarchical Implicit Functions for 3D Modeling,"Jia-Heng Tang, Weikai Chen, jie Yang, Bo Wang, Songrun Liu, Bo Yang, Lin Gao",/paper/2021/hash/698d51a19d8a121ce581499d7b701668-Abstract.html
968,The Inductive Bias of Quantum Kernels,"Jonas Kübler, Simon Buchholz, Bernhard Schölkopf",/paper/2021/hash/69adc1e107f7f7d035d7baf04342e1ca-Abstract.html
969,An Exponential Improvement on the Memorization Capacity of Deep Threshold Networks,"Shashank Rajput, Kartik Sreenivasan, Dimitris Papailiopoulos, Amin Karbasi",/paper/2021/hash/69dd2eff9b6a421d5ce262b093bdab23-Abstract.html
970,Pretraining Representations for Data-Efficient Reinforcement Learning,"Max Schwarzer, Nitarshan Rajkumar, Michael Noukhovitch, Ankesh Anand, Laurent Charlin, R Devon Hjelm, Philip Bachman, Aaron C. Courville",/paper/2021/hash/69eba34671b3ef1ef38ee85caae6b2a1-Abstract.html
971,Universal Approximation Using Well-Conditioned Normalizing Flows,"Holden Lee, Chirag Pabbaraju, Anish Prasad Sevekari, Andrej Risteski",/paper/2021/hash/69ec5030f78a9b735402d133317bf5f6-Abstract.html
972,On the Validity of Modeling SGD with Stochastic Differential Equations (SDEs),"Zhiyuan Li, Sadhika Malladi, Sanjeev Arora",/paper/2021/hash/69f62956429865909921fa916d61c1f8-Abstract.html
973,Proportional Participatory Budgeting with Additive Utilities,"Grzegorz Pierczyński, Piotr Skowron, Dominik Peters",/paper/2021/hash/69f8ea31de0c00502b2ae571fbab1f95-Abstract.html
974,"Disentangling the Roles of Curation, Data-Augmentation and the Prior in the Cold Posterior Effect","Lorenzo Noci, Kevin Roth, Gregor Bachmann, Sebastian Nowozin, Thomas Hofmann",/paper/2021/hash/6a12d7ebc27cae44623468302c47ad74-Abstract.html
975,Sanity Checks for Lottery Tickets: Does Your Winning Ticket Really Win the Jackpot?,"Xiaolong Ma, Geng Yuan, Xuan Shen, Tianlong Chen, Xuxi Chen, Xiaohan Chen, Ning Liu, Minghai Qin, Sijia Liu, Zhangyang Wang, Yanzhi Wang",/paper/2021/hash/6a130f1dc6f0c829f874e92e5458dced-Abstract.html
976,Collaborative Causal Discovery with Atomic Interventions,"Raghavendra Addanki, Shiva Kasiviswanathan",/paper/2021/hash/6a1a681b16826ba2e48fedb229db3b65-Abstract.html
977,Towards optimally abstaining from prediction with OOD test examples,"Adam Kalai, Varun Kanade",/paper/2021/hash/6a26c75d6a576c94654bfc4dda548c72-Abstract.html
978,TokenLearner: Adaptive Space-Time Tokenization for Videos,"Michael Ryoo, AJ Piergiovanni, Anurag Arnab, Mostafa Dehghani, Anelia Angelova",/paper/2021/hash/6a30e32e56fce5cf381895dfe6ca7b6f-Abstract.html
979,Learning in Multi-Stage Decentralized Matching Markets,"Xiaowu Dai, Michael Jordan",/paper/2021/hash/6a571fe98a2ba453e84923b447d79cff-Abstract.html
980,Non-asymptotic convergence bounds for Wasserstein approximation using point clouds,"Quentin Mérigot, Filippo Santambrogio, Clément SARRAZIN",/paper/2021/hash/6a61d423d02a1c56250dc23ae7ff12f3-Abstract.html
981,Understanding Interlocking Dynamics of Cooperative Rationalization,"Mo Yu, Yang Zhang, Shiyu Chang, Tommi Jaakkola",/paper/2021/hash/6a711a119a8a7a9f877b5f379bfe9ea2-Abstract.html
982,Adversarial Robustness without Adversarial Training: A Teacher-Guided Curriculum Learning Approach,"Anindya Sarkar, Anirban Sarkar, Sowrya Gali, Vineeth N Balasubramanian",/paper/2021/hash/6a971e08a01e6676d0f1a6e0dacbbd67-Abstract.html
983,Tactical Optimism and Pessimism for Deep Reinforcement Learning,"Ted Moskovitz, Jack Parker-Holder, Aldo Pacchiano, Michael Arbel, Michael Jordan",/paper/2021/hash/6abcc8f24321d1eb8c95855eab78ee95-Abstract.html
984,Towards Hyperparameter-free Policy Selection for Offline Reinforcement Learning,"Siyuan Zhang, Nan Jiang",/paper/2021/hash/6add07cf50424b14fdf649da87843d01-Abstract.html
985,FjORD: Fair and Accurate Federated Learning under heterogeneous targets with Ordered Dropout,"Samuel Horváth, Stefanos Laskaridis, Mario Almeida, Ilias Leontiadis, Stylianos Venieris, Nicholas Lane",/paper/2021/hash/6aed000af86a084f9cb0264161e29dd3-Abstract.html
986,"Optimal Uniform OPE and Model-based Offline Reinforcement Learning in Time-Homogeneous, Reward-Free and Task-Agnostic Settings ","Ming Yin, Yu-Xiang Wang",/paper/2021/hash/6b3c49bdba5be0d322334e30c459f8bd-Abstract.html
987,MixSeq: Connecting Macroscopic Time Series Forecasting with Microscopic Time Series Data,"Zhibo Zhu, Ziqi Liu, Ge Jin, Zhiqiang Zhang, Lei Chen, Jun Zhou, Jianyong Zhou",/paper/2021/hash/6b5754d737784b51ec5075c0dc437bf0-Abstract.html
988,Pareto Domain Adaptation,"fangrui lv, Jian Liang, Kaixiong Gong, Shuang Li, Chi Harold Liu, Han Li, Di Liu, Guoren Wang",/paper/2021/hash/6ba3af5d7b2790e73f0de32e5c8c1798-Abstract.html
989,"Divergence Frontiers for Generative Models: Sample Complexity, Quantization Effects, and Frontier Integrals","Lang Liu, Krishna Pillutla, Sean Welleck, Sewoong Oh, Yejin Choi, Zaid Harchaoui",/paper/2021/hash/6bf733bb7f81e866306e9b5f012419cb-Abstract.html
990,Consistency Regularization for Variational Auto-Encoders,"Samarth Sinha, Adji Bousso Dieng",/paper/2021/hash/6c19e0a6da12dc02239312f151072ddd-Abstract.html
991,Score-based Generative Neural Networks for Large-Scale Optimal Transport,"Max Daniels, Tyler Maunu, Paul Hand",/paper/2021/hash/6c2e49911b68d315555d5b3eb0dd45bf-Abstract.html
992,Interactive Label Cleaning with Example-based Explanations,"Stefano Teso, Andrea Bontempelli, Fausto Giunchiglia, Andrea Passerini",/paper/2021/hash/6c349155b122aa8ad5c877007e05f24f-Abstract.html
993,Gradient Descent on Two-layer Nets: Margin Maximization and Simplicity Bias,"Kaifeng Lyu, Zhiyuan Li, Runzhe Wang, Sanjeev Arora",/paper/2021/hash/6c351da15b5e8a743a21ee96a86e25df-Abstract.html
994,Glance-and-Gaze Vision Transformer,"Qihang Yu, Yingda Xia, Yutong Bai, Yongyi Lu, Alan L. Yuille, Wei Shen",/paper/2021/hash/6c524f9d5d7027454a783c841250ba71-Abstract.html
995,Stochastic $L^\natural$-convex Function Minimization,"Haixiang Zhang, Zeyu Zheng, Javad Lavaei",/paper/2021/hash/6c81c83c4bd0b58850495f603ab45a93-Abstract.html
996,Self-Supervised GANs with Label Augmentation,"Liang Hou, Huawei Shen, Qi Cao, Xueqi Cheng",/paper/2021/hash/6cb5da3513bd26085ee3fad631ebb37a-Abstract.html
997,Shape As Points: A Differentiable Poisson Solver,"Songyou Peng, Chiyu Jiang, Yiyi Liao, Michael Niemeyer, Marc Pollefeys, Andreas Geiger",/paper/2021/hash/6cd9313ed34ef58bad3fdd504355e72c-Abstract.html
998,Outcome-Driven Reinforcement Learning via Variational Inference,"Tim G. J. Rudner, Vitchyr Pong, Rowan McAllister, Yarin Gal, Sergey Levine",/paper/2021/hash/6cdd60ea0045eb7a6ec44c54d29ed402-Abstract.html
999,Drawing Robust Scratch Tickets: Subnetworks with Inborn Robustness Are Found within Randomly Initialized Networks,"Yonggan Fu, Qixuan Yu, Yang Zhang, Shang Wu, Xu Ouyang, David Cox, Yingyan Lin",/paper/2021/hash/6ce8d8f3b038f737cefcdafcf3752452-Abstract.html
1000,Rectifying the Shortcut Learning of Background for Few-Shot Learning,"Xu Luo, Longhui Wei, Liangjian Wen, Jinrong Yang, Lingxi Xie, Zenglin Xu, Qi Tian",/paper/2021/hash/6cfe0e6127fa25df2a0ef2ae1067d915-Abstract.html
1001,SEAL: Self-supervised Embodied Active Learning using Exploration and 3D Consistency,"Devendra Singh Chaplot, Murtaza Dalal, Saurabh Gupta, Jitendra Malik, Russ R. Salakhutdinov",/paper/2021/hash/6d0c932802f6953f70eb20931645fa40-Abstract.html
1002,Sifting through the noise: Universal first-order methods for stochastic variational inequalities,"Kimon Antonakopoulos, Thomas Pethick, Ali Kavis, Panayotis Mertikopoulos, Volkan Cevher",/paper/2021/hash/6d65b5ac1f4ec80b9a7309311f4f9b13-Abstract.html
1003,Accommodating Picky Customers: Regret Bound and Exploration Complexity for Multi-Objective Reinforcement Learning,"Jingfeng Wu, Vladimir Braverman, Lin Yang",/paper/2021/hash/6d7d394c9d0c886e9247542e06ebb705-Abstract.html
1004,Exact Privacy Guarantees for Markov Chain Implementations of the Exponential Mechanism with Artificial Atoms,"Jeremy Seeman, Matthew Reimherr, Aleksandra Slavković",/paper/2021/hash/6d96718a701f5bfba283bbdc71dfa5c4-Abstract.html
1005,The Emergence of Objectness: Learning Zero-shot Segmentation from Videos,"Runtao Liu, Zhirong Wu, Stella Yu, Stephen Lin",/paper/2021/hash/6d9cb7de5e8ac30bd5e8734bc96a35c1-Abstract.html
1006,Direct Multi-view Multi-person 3D  Pose Estimation,"tao wang, Jianfeng Zhang, Yujun Cai, Shuicheng Yan, Jiashi Feng",/paper/2021/hash/6da9003b743b65f4c0ccd295cc484e57-Abstract.html
1007,MST: Masked Self-Supervised Transformer for Visual Representation,"Zhaowen Li, Zhiyang Chen, Fan Yang, Wei Li, Yousong Zhu, Chaoyang Zhao, Rui Deng, Liwei Wu, Rui Zhao, Ming Tang, Jinqiao Wang",/paper/2021/hash/6dbbe6abe5f14af882ff977fc3f35501-Abstract.html
1008,Exploiting Opponents Under Utility Constraints in Sequential Games,"Martino Bernasconi-de-Luca, Federico Cacciamani, Simone Fioravanti, Nicola Gatti, Alberto Marchesi, Francesco  Trovò",/paper/2021/hash/6de0f2761a44ff1e2ca60131058d8297-Abstract.html
1009,A Compositional Atlas of Tractable Circuit Operations for Probabilistic Inference,"Antonio Vergari, YooJung Choi, Anji Liu, Stefano Teso, Guy Van den Broeck",/paper/2021/hash/6e01383fd96a17ae51cc3e15447e7533-Abstract.html
1010,Demystifying and Generalizing BinaryConnect,"Tim Dockhorn, Yaoliang Yu, Eyyüb Sari, Mahdi Zolnouri, Vahid Partovi Nia",/paper/2021/hash/6e0cf80a83327822a972bcde3c1d9740-Abstract.html
1011,CARMS: Categorical-Antithetic-REINFORCE Multi-Sample Gradient Estimator,"Alek Dimitriev, Mingyuan Zhou",/paper/2021/hash/6e16656a6ee1de7232164767ccfa7920-Abstract.html
1012,Learning to Learn Dense Gaussian Processes for Few-Shot Learning,"Ze Wang, Zichen Miao, Xiantong Zhen, Qiang Qiu",/paper/2021/hash/6e2713a6efee97bacb63e52c54f0ada0-Abstract.html
1013,Stochastic Solutions for Linear Inverse Problems using the Prior Implicit in a Denoiser,"Zahra Kadkhodaie, Eero Simoncelli",/paper/2021/hash/6e28943943dbed3c7f82fc05f269947a-Abstract.html
1014,Towards Stable and Robust AdderNets,"Minjing Dong, Yunhe Wang, Xinghao Chen, Chang Xu",/paper/2021/hash/6e3197aae95c2ff8fcab35cb730f6a86-Abstract.html
1015,Representing Long-Range Context for Graph Neural Networks with Global Attention,"Zhanghao Wu, Paras Jain, Matthew Wright, Azalia Mirhoseini, Joseph E. Gonzalez, Ion Stoica",/paper/2021/hash/6e67691b60ed3e4a55935261314dd534-Abstract.html
1016,Beyond Bandit Feedback in Online Multiclass Classification,"Dirk van der Hoeven, Federico Fusco, Nicolò Cesa-Bianchi",/paper/2021/hash/6e79ed05baec2754e25b4eac73a332d2-Abstract.html
1017,Learning Student-Friendly Teacher Networks for Knowledge Distillation,"Dae Young Park, Moon-Hyun Cha, changwook jeong, Daesin Kim, Bohyung Han",/paper/2021/hash/6e7d2da6d3953058db75714ac400b584-Abstract.html
1018,Implicit Transformer Network for Screen Content Image Continuous Super-Resolution,"Jingyu Yang, Sheng Shen, Huanjing Yue, Kun Li",/paper/2021/hash/6e7d5d259be7bf56ed79029c4e621f44-Abstract.html
1019,Channel Permutations for N:M Sparsity,"Jeff Pool, Chong Yu",/paper/2021/hash/6e8404c3b93a9527c8db241a1846599a-Abstract.html
1020,Curriculum Learning for Vision-and-Language Navigation,"Jiwen Zhang, zhongyu wei, Jianqing Fan, Jiajie Peng",/paper/2021/hash/6f0442558302a6ededff195daf67f79b-Abstract.html
1021,Better Algorithms for Individually Fair $k$-Clustering,"Maryam Negahbani, Deeparnab Chakrabarty",/paper/2021/hash/6f221fcb5c504fe96789df252123770b-Abstract.html
1022,Video Instance Segmentation using Inter-Frame Communication Transformers,"Sukjun Hwang, Miran Heo, Seoung Wug Oh, Seon Joo Kim",/paper/2021/hash/6f2688a5fce7d48c8d19762b88c32c3b-Abstract.html
1023,Progressive Coordinate Transforms for Monocular 3D Object Detection,"Li Wang, Li Zhang, Yi Zhu, Zhi Zhang, Tong He, Mu Li, Xiangyang Xue",/paper/2021/hash/6f3ef77ac0e3619e98159e9b6febf557-Abstract.html
1024,Structured Reordering for Modeling Latent Alignments in Sequence Transduction,"bailin wang, Mirella Lapata, Ivan Titov",/paper/2021/hash/6f46dd176364ccec308c2760189a4605-Abstract.html
1025,A universal probabilistic spike count model reveals ongoing modulation of neural variability,"David Liu, Mate Lengyel",/paper/2021/hash/6f5216f8d89b086c18298e043bfe48ed-Abstract.html
